City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
392,Akdepe,TM,2022-08-17 15:26:09,42.0551,59.3788,302.2,17,0,8.6
393,Krasnoselkup,RU,2022-08-17 15:26:10,65.7,82.4667,284.59,78,83,4.5
394,Agadez,NE,2022-08-17 15:26:10,19.75,10.25,313.3,12,12,4.34
395,Manta,EC,2022-08-17 15:26:11,-0.95,-80.7333,297.03,83,100,3.6
396,Saint Anthony,US,2022-08-17 15:25:07,45.0205,-93.218,298.62,65,20,3.6
397,Kuldiga,LV,2022-08-17 15:26:12,56.974,21.9572,297.98,56,93,0.89
398,Sabha,LY,2022-08-17 15:26:13,27.0377,14.4283,312.88,11,0,6.75
399,Hurup,DK,2022-08-17 15:26:13,56.7494,8.4195,294.1,71,77,6.5
400,Kyabe,TD,2022-08-17 15:26:14,9.4515,18.9449,298.62,89,74,2.61
401,Ostersund,SE,2022-08-17 15:26:15,63.1792,14.6357,285.71,87,100,6.69
402,Dire,ML,2022-08-17 15:26:15,12.2833,-10.9667,301.14,71,100,2.43
403,Abadan,IR,2022-08-17 15:26:16,30.3392,48.3043,317.12,15,0,4.12
404,Urengoy,RU,2022-08-17 15:26:16,65.9667,78.3667,282.23,91,68,2.96
405,Obernai,FR,2022-08-17 15:26:17,48.4631,7.481,302.31,47,0,1.54
406,Doha,QA,2022-08-17 15:27:18,25.2867,51.5333,312.32,56,27,5.14
407,Thessalon,CA,2022-08-17 15:27:18,46.2501,-83.5666,295.31,63,37,0.61
408,La Libertad,EC,2022-08-17 15:27:19,-2.2333,-80.9,293.96,94,100,4.12
409,Diu,IN,2022-08-17 15:27:20,20.7141,70.9822,299.39,89,100,8.17
410,Oranjestad,AW,2022-08-17 15:27:20,12.524,-70.027,305.12,62,40,8.75
411,Killybegs,IE,2022-08-17 15:27:21,54.6333,-8.45,288.99,54,98,2.62
412,Caucaia,BR,2022-08-17 15:27:22,-3.7361,-38.6531,303.88,59,20,8.75
413,Plouzane,FR,2022-08-17 15:27:22,48.3833,-4.6167,293.18,86,100,6.69
414,Bousso,TD,2022-08-17 15:27:23,10.4795,16.7117,299.6,75,84,4.06
415,Mecca,SA,2022-08-17 15:27:24,21.4267,39.8261,310.38,34,11,5.61
416,Manoel Urbano,BR,2022-08-17 15:27:24,-8.8389,-69.2597,306.08,44,11,2.42
417,Lardos,GR,2022-08-17 15:27:25,36.0942,28.0157,304.05,49,0,7.69
418,Keetmanshoop,NA,2022-08-17 15:27:25,-26.5833,18.1333,297.67,8,0,8.15
419,Baillif,GP,2022-08-17 15:27:26,16.0202,-61.7463,303.87,66,4,3.69
420,Conceicao Da Barra,BR,2022-08-17 15:23:36,-18.5933,-39.7322,299.8,56,19,5.31
421,Matara,LK,2022-08-17 15:27:27,5.9485,80.5353,298.92,86,89,3.71
422,Dubrovnik,HR,2022-08-17 15:27:28,42.6481,18.0922,299.95,73,0,3.6
423,Rotenburg,DE,2022-08-17 15:27:28,53.1167,9.4,302.03,46,100,3.7
424,Kennett,US,2022-08-17 15:27:29,36.2362,-90.0556,295.36,97,100,2.06
425,Rocha,UY,2022-08-17 15:27:29,-34.4833,-54.3333,288.89,59,100,4.67
426,Painesville,US,2022-08-17 15:25:55,41.7245,-81.2457,298.3,68,75,1.54
427,Arlit,NE,2022-08-17 15:27:30,18.7369,7.3853,310.56,26,13,3.34
428,Ribeira Brava,PT,2022-08-17 15:27:31,32.65,-17.0667,297.04,70,21,2.35
429,Dubovka,RU,2022-08-17 15:27:32,49.0583,44.829,309.68,24,77,5.13
430,Mayumba,GA,2022-08-17 15:27:32,-3.432,10.6554,297.02,74,76,4.04
431,Santa Maria,BR,2022-08-17 15:26:25,-29.6842,-53.8069,290.76,82,40,4.12
432,Dobrusevo,MK,2022-08-17 15:27:33,41.1686,21.4825,304.98,24,16,3.35
433,Sinop,TR,2022-08-17 15:27:34,41.7711,34.8709,296.32,76,46,2.5
434,Okahandja,NA,2022-08-17 15:27:34,-21.9833,16.9167,300.98,6,2,8.47
435,Cine,TR,2022-08-17 15:27:35,37.6117,28.0614,305.82,23,1,6.41
436,Pedra Azul,BR,2022-08-17 15:22:57,-16.0053,-41.2972,299.53,36,33,3.07
437,Sao Felix Do Xingu,BR,2022-08-17 15:27:37,-6.6447,-51.995,309.1,20,0,2.44
438,Srivardhan,IN,2022-08-17 15:27:39,18.0333,73.0167,299.52,86,98,6.13
439,Havre-Saint-Pierre,CA,2022-08-17 15:27:39,50.2334,-63.5986,297.35,41,0,3.6
440,Araxa,BR,2022-08-17 15:27:40,-19.5933,-46.9406,301.13,30,0,5.66
441,Lodja,CD,2022-08-17 15:27:41,-3.4833,23.4333,303.9,44,62,1.44
442,Bani Walid,LY,2022-08-17 15:27:41,31.7566,13.9942,315.62,10,0,6.87
443,Lugovoy,KZ,2022-08-17 15:27:42,42.9472,72.7644,295.9,20,0,3.82
444,Jurm,AF,2022-08-17 15:27:42,36.8648,70.8342,296.5,25,2,1.93
445,Hambantota,LK,2022-08-17 15:27:43,6.1241,81.1185,299.8,81,90,7.47
446,Horta,PT,2022-08-17 15:27:44,38.5333,-28.6333,295.95,60,75,6.69
447,Tirumullaivasal,IN,2022-08-17 15:27:44,11.2333,79.8333,301.88,74,99,7.17
448,Gopalpur,IN,2022-08-17 15:27:45,19.2667,84.9167,302.28,80,100,3.65
449,Aksu,CN,2022-08-17 15:27:45,41.1231,80.2644,300.33,29,1,4.2
450,San Onofre,CO,2022-08-17 15:27:46,9.7359,-75.5263,301.86,76,7,2.4
451,Ustek,CZ,2022-08-17 15:27:47,50.5847,14.3433,305.02,27,47,1.05
452,Coihueco,CL,2022-08-17 15:27:47,-36.6167,-71.8333,280.56,76,40,2.06
453,Stephenville,US,2022-08-17 15:28:48,32.2207,-98.2023,307.0,47,0,6.17
454,Kharan,PK,2022-08-17 15:28:49,28.5833,65.4167,308.14,24,94,0.76
455,Ndola,ZM,2022-08-17 15:28:49,-12.9587,28.6366,300.17,21,8,1.71
456,Kumba,CM,2022-08-17 15:28:50,4.6363,9.4469,299.52,77,100,1.68
457,Mashhad,IR,2022-08-17 15:28:50,36.297,59.6062,300.23,24,0,7.2
458,Sao Jose Da Coroa Grande,BR,2022-08-17 15:28:51,-8.8978,-35.1478,299.4,69,44,7.15
459,Sahbuz,AZ,2022-08-17 15:28:52,39.4072,45.5739,305.93,27,2,4.71
460,La Uvita,CO,2022-08-17 15:28:52,6.3168,-72.5603,292.14,57,6,0.54
461,Tamandare,BR,2022-08-17 15:24:06,-8.7597,-35.1047,299.73,66,35,6.84
462,Barra Patuca,HN,2022-08-17 15:28:53,15.8,-84.2833,300.82,78,85,2.48
463,Bayeux,BR,2022-08-17 15:28:55,-7.125,-34.9322,298.5,88,40,8.75
464,Maniitsoq,GL,2022-08-17 15:28:55,65.4167,-52.9,278.79,89,97,3.15
465,Boa Vista,BR,2022-08-17 15:27:06,2.8197,-60.6733,304.14,55,40,5.14
466,Thunder Bay,CA,2022-08-17 15:25:12,48.4001,-89.3168,292.14,82,75,3.09
467,Russkaya Polyana,UA,2022-08-17 15:28:57,49.417,31.9201,299.47,56,100,1.76
468,Los Arabos,CU,2022-08-17 15:28:57,22.7281,-80.7214,303.23,65,93,1.21
469,Ozubulu,NG,2022-08-17 15:28:58,5.9567,6.849,303.56,50,97,1.68
470,Ipatinga,BR,2022-08-17 15:28:58,-19.4683,-42.5367,299.19,41,0,4.12
471,Sovetskiy,RU,2022-08-17 15:28:59,61.3614,63.5842,282.89,52,64,3.24
472,San Luis,AR,2022-08-17 15:29:00,-33.295,-66.3356,284.35,19,1,7.83
473,Coihaique,CL,2022-08-17 15:29:00,-45.5752,-72.0662,279.12,61,20,1.54
474,Piacabucu,BR,2022-08-17 15:29:01,-10.4056,-36.4344,298.97,67,54,6.36
475,Puerto Colombia,CO,2022-08-17 15:29:01,10.9878,-74.9547,304.2,68,2,1.84
476,Bandarbeyla,SO,2022-08-17 15:29:02,9.4942,50.8122,297.96,82,100,12.77
477,Butembo,CD,2022-08-17 15:29:03,0.15,29.2833,289.09,93,100,0.81
478,Shache,CN,2022-08-17 15:29:03,38.4167,77.2406,301.9,19,89,3.27
479,Yar-Sale,RU,2022-08-17 15:29:04,66.8333,70.8333,282.59,81,100,10.35
480,Tchibanga,GA,2022-08-17 15:29:05,-2.85,11.0333,304.0,40,71,2.4
481,Bradford,GB,2022-08-17 15:26:04,53.7939,-1.7521,294.14,61,40,3.09
482,Bordighera,IT,2022-08-17 15:29:06,43.7806,7.6645,297.12,72,81,6.33
483,Uyutne,UA,2022-08-17 15:29:06,45.1994,33.3014,299.8,67,71,5.77
484,Trincomalee,LK,2022-08-17 15:29:07,8.5711,81.2335,301.61,73,100,2.01
485,Xuddur,SO,2022-08-17 15:29:08,4.1213,43.8894,301.04,48,100,8.68
486,Najran,SA,2022-08-17 15:29:08,17.4924,44.1277,308.51,26,100,8.3
487,Tombouctou,ML,2022-08-17 15:29:09,20.0,-3.0,310.88,28,58,3.43
488,Phuthaditjhaba,ZA,2022-08-17 15:29:10,-28.5242,28.8158,291.48,18,5,6.8
489,Poltavka,RU,2022-08-17 15:29:11,54.3663,71.7632,283.91,70,86,3.3
490,Buchanan,LR,2022-08-17 15:29:12,5.8808,-10.0467,298.87,73,99,5.1
491,Strezhevoy,RU,2022-08-17 15:29:12,60.7333,77.5889,281.3,81,90,2.71
492,Saint-Alexandre,FR,2022-08-17 15:29:13,44.2278,4.6214,294.54,67,98,4.55
493,Constantine,DZ,2022-08-17 15:29:13,36.365,6.6147,314.82,8,75,12.35
494,Zaysan,KZ,2022-08-17 15:29:14,47.4667,84.8667,286.1,32,0,3.44
495,De Aar,ZA,2022-08-17 15:29:15,-30.6497,24.0123,290.03,18,91,10.12
496,Vysotsk,RU,2022-08-17 15:29:15,60.6288,28.5705,298.0,64,90,3.1
497,Barmer,IN,2022-08-17 15:29:16,25.75,71.3833,298.9,87,100,8.85
498,Umea,SE,2022-08-17 15:29:17,63.8284,20.2597,291.11,100,100,4.12
499,Rehoboth,NA,2022-08-17 15:27:21,-23.3167,17.0833,298.67,7,3,10.16
500,Benghazi,LY,2022-08-17 15:27:17,32.1167,20.0667,302.83,58,0,5.33
501,Martellago,IT,2022-08-17 15:30:18,45.5442,12.1607,305.34,58,40,3.09
502,Bom Jesus Da Lapa,BR,2022-08-17 15:30:19,-13.255,-43.4181,305.89,23,3,2.19
503,Mana,GF,2022-08-17 15:30:19,5.6592,-53.7767,301.94,72,9,2.47
504,Elizabeth City,US,2022-08-17 15:30:20,36.2946,-76.2511,299.26,71,0,8.23
505,Rahatgarh,IN,2022-08-17 15:30:21,23.7833,78.3667,297.48,90,0,4.03
506,Vestmannaeyjar,IS,2022-08-17 15:30:21,63.4427,-20.2734,283.7,93,100,6.17
507,Hualmay,PE,2022-08-17 15:30:22,-11.0964,-77.6139,291.6,70,33,4.12
508,Turukhansk,RU,2022-08-17 15:30:22,65.8167,87.9833,284.75,86,72,3.01
509,Camacha,PT,2022-08-17 15:30:23,33.0833,-16.3333,294.83,56,40,8.75
510,Isny,DE,2022-08-17 15:30:24,47.7,10.0333,302.44,37,74,1.34
511,Zapolyarnyy,RU,2022-08-17 15:30:24,69.4154,30.8136,300.75,57,0,9.69
512,Nikolskoye,RU,2022-08-17 15:30:25,59.7035,30.7861,303.08,46,51,1.88
513,Komsomolskoye,RU,2022-08-17 15:30:26,55.2567,47.5461,294.81,62,40,3.13
514,Warrington,GB,2022-08-17 15:30:26,53.3925,-2.5802,295.62,59,75,1.79
515,Sao Francisco De Assis,BR,2022-08-17 15:30:27,-29.5503,-55.1311,296.18,69,9,4.35
516,Krasnovishersk,RU,2022-08-17 15:30:27,60.4078,57.082,284.6,66,30,1.9
517,Conde,BR,2022-08-17 15:30:28,-7.2597,-34.9075,297.85,88,40,8.75
518,Larsnes,NO,2022-08-17 15:30:29,62.2028,5.5773,287.38,81,100,5.78
519,Opuwo,NA,2022-08-17 15:30:29,-18.0607,13.84,302.67,8,0,3.95
520,Rio Gallegos,AR,2022-08-17 15:30:30,-51.6226,-69.2181,276.18,56,0,7.72
521,Mandaguacu,BR,2022-08-17 15:30:31,-23.3472,-52.0953,291.93,88,75,7.72
522,Iranshahr,IR,2022-08-17 15:30:32,27.2025,60.6848,314.34,9,20,7.2
523,Katete,UG,2022-08-17 15:30:32,-0.7818,29.7544,291.32,89,100,0.33
524,Copiapo,CL,2022-08-17 15:30:33,-27.3667,-70.3333,284.98,38,1,2.17
525,Kasane,BW,2022-08-17 15:30:33,-17.8167,25.15,303.2,17,0,3.6
526,Aksarka,RU,2022-08-17 15:30:34,66.5606,67.7975,281.61,67,97,9.32
527,Sovkhoznyy,RU,2022-08-17 15:30:35,45.2946,38.1138,301.39,50,2,4.48
528,Saint-Leu,RE,2022-08-17 15:30:36,-21.15,55.2833,294.63,72,6,3.83
529,Epe,NG,2022-08-17 15:30:36,6.5841,3.9834,301.64,60,43,4.28
530,Sacama,EC,2022-08-17 15:30:37,-3.9,-79.2667,288.16,53,0,1.54
531,Pastos Bons,BR,2022-08-17 15:30:37,-6.6017,-44.0767,307.99,25,1,3.61
532,Stornoway,GB,2022-08-17 15:30:38,58.2093,-6.3865,287.13,70,75,3.09
533,Vestmanna,FO,2022-08-17 15:30:39,62.1564,-7.1664,282.66,76,100,7.72
534,Praia Da Vitoria,PT,2022-08-17 15:30:39,38.7333,-27.0667,298.29,73,75,3.91
535,Komsomolskiy,UZ,2022-08-17 15:30:40,40.4272,71.7189,305.55,22,18,2.06
536,Matay,EG,2022-08-17 15:30:41,28.419,30.7792,308.44,19,0,5.93
537,Saint-Georges,GD,2022-08-17 15:30:41,12.0564,-61.7485,304.97,58,20,6.69
538,Skjervoy,NO,2022-08-17 15:30:42,70.0311,20.9714,284.15,91,100,7.89
539,Tougan,BF,2022-08-17 15:30:42,13.0667,-3.0667,301.19,67,95,4.64
540,Dawlatabad,AF,2022-08-17 15:30:43,36.4141,64.9053,305.31,15,0,3.41
541,Ormara,PK,2022-08-17 15:30:44,25.2088,64.6357,300.89,93,100,5.03
542,Thompson,CA,2022-08-17 15:26:34,55.7435,-97.8558,293.24,73,75,2.06
543,Uribia,CO,2022-08-17 15:30:45,11.7139,-72.266,306.17,46,5,10.82
544,Kisangani,CD,2022-08-17 15:30:45,0.5167,25.2,294.13,98,100,0.48
545,Moundou,TD,2022-08-17 15:30:46,8.5667,16.0833,295.98,93,100,1.33
546,Salym,RU,2022-08-17 15:30:46,60.0625,71.4789,280.38,78,83,2.4
547,Luanda,AO,2022-08-17 15:27:50,-8.8368,13.2343,296.15,73,2,4.12
548,Vincennes,FR,2022-08-17 15:31:48,48.85,2.4333,300.84,54,40,2.57
549,Pangnirtung,CA,2022-08-17 15:31:48,66.1451,-65.7125,282.15,76,20,3.6
550,Praia,CV,2022-08-17 15:31:49,14.9215,-23.5087,303.45,54,40,5.66
551,Tselinnoye,RU,2022-08-17 15:31:49,53.0833,85.6667,282.91,89,100,1.55
552,Totness,SR,2022-08-17 15:31:50,5.8833,-56.3167,302.97,65,8,2.3
553,Roth,DE,2022-08-17 15:31:51,49.245,11.0911,304.78,26,64,2.22
554,Muzhi,RU,2022-08-17 15:31:52,65.3667,64.6667,281.78,61,97,4.26
555,Bouna,CI,2022-08-17 15:31:52,9.2667,-3.0,301.32,57,92,3.32
556,Barkly West,ZA,2022-08-17 15:31:53,-28.5354,24.5215,297.75,13,75,7.52
557,Nampula,MZ,2022-08-17 15:31:53,-15.1165,39.2666,300.12,44,40,3.09
558,Mantua,IT,2022-08-17 15:31:54,45.1667,10.7833,303.73,92,100,4.6
559,Cabedelo,BR,2022-08-17 15:31:55,-6.9811,-34.8339,298.52,75,64,10.31
560,Lagunas,PE,2022-08-17 15:31:55,-5.2269,-75.6753,306.36,45,31,2.0
561,Kargasok,RU,2022-08-17 15:31:56,59.0556,80.8572,282.55,92,100,4.31
562,Kokkola,FI,2022-08-17 15:31:56,63.8385,23.1307,295.89,93,95,4.63
563,Owando,CG,2022-08-17 15:31:57,-0.4819,15.8999,303.03,47,94,1.0
564,Gorom-Gorom,BF,2022-08-17 15:31:58,14.4439,-0.2361,302.82,56,100,3.9
565,Keti Bandar,PK,2022-08-17 15:31:58,24.1447,67.4497,300.44,89,100,5.01
566,Abapo,BO,2022-08-17 15:31:59,-18.8333,-63.4667,309.13,19,61,3.03
567,Kresttsy,RU,2022-08-17 15:31:59,58.2452,32.5165,298.76,54,10,2.3
568,Mandiana,GN,2022-08-17 15:32:00,10.6333,-8.6833,297.75,89,94,2.86
569,Mopipi,BW,2022-08-17 15:32:01,-21.1833,24.8833,298.42,17,0,3.16
570,Kilemary,RU,2022-08-17 15:32:02,56.7783,46.8659,293.44,71,22,2.64
571,Vredendal,ZA,2022-08-17 15:32:02,-31.6683,18.5012,287.06,87,87,8.71
572,Tsabong,BW,2022-08-17 15:32:03,-26.0217,22.401,296.87,11,5,4.17
573,Watertown,US,2022-08-17 15:32:03,42.3709,-71.1828,299.34,44,20,8.23
574,Yasnyy,RU,2022-08-17 15:32:04,51.0333,59.8742,294.7,34,9,3.24
575,Alekseyevka,RU,2022-08-17 15:32:05,50.6309,38.6903,300.34,43,38,6.33
576,Chachapoyas,PE,2022-08-17 15:32:05,-6.2317,-77.869,293.47,50,19,2.38
577,Agirish,RU,2022-08-17 15:32:06,61.9247,63.0231,280.29,63,80,1.6
578,Morant Bay,JM,2022-08-17 15:32:07,17.8815,-76.4093,306.88,65,92,4.51
579,Saint-Michel-Des-Saints,CA,2022-08-17 15:30:18,46.6834,-73.9159,295.89,55,100,3.21
580,San Pedro,PH,2022-08-17 15:32:08,14.35,121.0167,299.72,85,75,1.03
581,Pinheiro Machado,BR,2022-08-17 15:32:08,-31.5783,-53.3811,292.62,68,0,5.0
582,Herouville-Saint-Clair,FR,2022-08-17 15:32:09,49.2109,-0.3065,297.05,73,100,2.06
583,Lidkoping,SE,2022-08-17 15:32:09,58.5052,13.1577,296.71,64,76,4.49
584,Kholmogory,RU,2022-08-17 15:32:10,64.2229,41.656,297.19,62,22,2.07
585,Liwale,TZ,2022-08-17 15:32:11,-9.7667,37.9333,298.38,35,22,1.0
586,Szeghalom,HU,2022-08-17 15:32:11,47.0333,21.1667,308.14,23,3,4.06
587,Campana,AR,2022-08-17 15:32:12,-34.1687,-58.9591,284.22,71,100,4.56
